"id","名前","種類","性別","年齢（登録時）","体重","毛色","避妊・去勢","マイクロチップ","ワクチン接種","ひとこと","健康状態","性格","保護された経緯","写真ファイルパス"
"3948","子猫160","日本猫","オス（♂）","0歳3ヵ月（2017年07月11日登録）","1.2kg","白黒","済","有","済","順調に育ちました。丸くて幼い雰囲気の体つきです。同じくらいの日齢の子猫と活発に遊んでいます。現在ボランティアさんが預かってくれています。","","","平成29年6月、仙台市内で保護されました。","./img/3948/"
"3949","ポニョちゃん17-5-D7","柴","メス（♀）","10歳1ヵ月（2017年07月14日登録）","13kg","黒","未","無","未","終生飼育していただける優しい飼い主さんを待っています!※譲渡前の審査段階でのご自宅訪問や譲渡後のフォローなどの関係上東京、神奈川、埼玉、千葉エリアと限らせて頂いております。詳しくは、「必ずお読みください」をご覧ください。譲渡後に、不妊手術を行っていただきます。","・2017年7月狂犬病予防接種済み・2016年フィラリア検査陰性","・人懐っこい性格です。・相性が合わない犬に吠えます。","飼い主さんのご都合で、新しい飼い主を探しております。","./img/3949/"
"3954","クロ","日本猫","オス（♂）","0歳1ヵ月（2017年07月14日登録）","0.66kg","黒","未","無","未","良く食べ元気いっぱいな可愛い子です!","良好","人懐っこい","ミルクボランティアにより愛護センターから当院へ","./img/3954/"
"3955","トラ","日本猫","オス（♂）","0歳1ヵ月（2017年07月14日登録）","0.54kg","キジトラ","未","無","未","良く食べ元気いっぱいな可愛い子です!","良好","人懐っこい","ミルクボランティアにより愛護センターから当院へ","./img/3955/"
"3956","こうめ","フレンチ・ブルドッグ","メス（♀）","4歳5ヵ月（2017年07月14日登録）","7.36kg","ブリンドル","未","有","済","只今、環境に慣れさせ中です。トリミングもこれからする予定です。","アンダー","ビビリ、気が強い","ブリーダーから保護","./img/3956/"
"3957","コテツ","フレンチ・ブルドッグ","オス（♂）","5歳3ヵ月（2017年07月14日登録）","8.32kg","ブリンドル","未","有","済","只今、環境に慣れさせ中です。トリミングは終わっています。","アンダー、左右眼球腫瘤(類皮腫)","人懐っこい、犬も好き、ポジティブ、おもちゃ遊び好き","ブリーダーから保護","./img/3957/"
"3958","みけこ","ミックス","メス（♀）","0歳2.5ヵ月（2017年07月18日登録）","1kg","三毛","未","無","未","保護時は緊張していましたが、とても可愛い三毛ちゃんです!!もう1頭同時に保護しているので、可能であれば2頭同時のお引き取りを希望します。","ノミ寄生が認められましたが、駆虫してあります。風邪症状は認められていません。","","交通量の多い橋のたもとで生まれ、カラスに襲われる危険性や川に落ちる危険性があるため保護されました。","./img/3958/"
"3960","三毛の女の子","ミックス","メス（♀）","0歳2.5ヵ月（2017年07月19日登録）","1.35kg","三毛","未","無","済","とても人に慣れています。好奇心旺盛で元気いっぱいの女の子です。本掲示版では写真が3枚ですが当院HPにてその他多数の写真を掲載しています。","ノミ・マダニに対する外部寄生虫駆虫薬投薬済み回虫・瓜実条虫にたいする内部寄生虫駆虫薬投薬済み元気食欲旺盛で排便状態も良好です。1回目のワクチンは接種済み","好奇心旺盛、元気いっぱいです。","近隣にて野良ネコが出産したとのことで保護されました。","./img/3960/"
"3961","ロンロン","ミックス","オス（♂）","0歳2ヵ月（2017年07月19日登録）","0.6kg","白キジ","未","無","未","元気食欲いっぱいの子です。予防や去勢手術はもちろんのこと、生涯大事にしてくださる方を探しています。東京・埼玉あたりにお住まいの方の応募をお待ちしております。","問題ありません。","少し負けず嫌いかもしれません。。。","病院の近くで、お母さんとはぐれて泣いているところを保護され、連れてこられました。","./img/3961/"
"3962","アツオ","ミックス","オス（♂）","0歳3ヵ月（2017年07月19日登録）","2.1kg","茶トラ","未","無","未","目が済んだとてもきれいな子です。真ん中は黄色で、周りが薄いブルーのとても澄んだお目目です。少し臆病ですが、慣れてしまうと元気いっぱい走り回ります!!!去勢手術やワクチンはもちろんのこと、生涯きちんとお世話してくださる方、募集しています。","元気・食欲問題なし。","おくびょうです。","道路を2匹で歩いているところを保護されました。","./img/3962/"
"3963","あげ吉","ミックス","オス（♂）","0歳3ヵ月（2017年07月20日登録）","1.4kg","茶トラ","未","無","未","やんちゃで健康な男の子です。本当に元気一杯です!チャームポイントは、少しおじさんっぽい顔なところです!去勢手術・ワクチンはもちろんのこと、生涯責任を持って飼育してくださる方、ご応募おまちしております。","問題ありません。","寝てるときとご飯食べてるときだけ、大人しいです。それ以外は、飛び回ってます!","道路を2頭で歩いてるところを保護されました。","./img/3963/"
"3964","まちゃ","トイ・プードル","メス（♀）","7歳2ヵ月（2017年07月21日登録）","2.72kg","レッド","未","有","済","環境にも慣れ、どの犬たちよりも懐っこいです。犬も人も大好きでおやつが大好きです。抱っこされるといつまででも降りずに膝の上にいます。お客様に大人気です!","歯石、乳腺腫瘍、皮膚のただれ有り(途中観察中)","人懐っこい、大人しい、抱っこ好き","ブリーダーから保護","./img/3964/"
"3968","子猫172","日本猫","メス（♀）","0歳5ヵ月（2017年07月26日登録）","1kg","三毛","済","有","済","うまく排便することができず便秘になるため、現在便を柔らかくする飲み薬と、排便を助ける処方食をあげています。体重は順調に増えています。無邪気でとてもかわいらしい子ですので、どうぞよろしくお願いします。詳細はお問い合わせください。","","","平成29年6月、仙台市内で保護されました。","./img/3968/"
"3969","子猫179","ミックス","オス（♂）","0歳3ヵ月（2017年07月26日登録）","1kg","茶トラ","未","無","済","風邪が長引きましたが、現在はすっかり落ち着いています。ただ、両目とも少し濁っています。現在ボランティアさん宅で元気に成長中です。","","","平成29年6月、兄弟と共に仙台市内で保護されました。","./img/3969/"
"3970","子猫188","ミックス","メス（♀）","0歳3ヵ月（2017年07月26日登録）","1.1kg","黒","未","無","済","おてんばです。とにかく遊んで!と人にじゃれついてくる愛くるしい子です。一度抱っこすると、ゴロゴロと甘えて離れません。ワクチン接種3回済","","","平成29年6月、仙台市内で保護されました。","./img/3970/"
"3971","子猫189","日本猫","オス（♂）","0歳3ヵ月（2017年07月26日登録）","1.5kg","茶白","済","有","済","ボランティアさん宅で同居子猫たちと活発に遊びまわっています。やや慎重派ですが、環境にはすぐに馴れます。優しい子です。","","","平成29年6月、仙台市内で保護されました。","./img/3971/"
"3972","子猫192","ミックス","メス（♀）","0歳3ヵ月（2017年07月26日登録）","1kg","キジトラ","済","有","済","茶色の強いキジ柄です。少しシャイですが、頭を撫でると顔を手に埋めてゴロゴロと甘えてきます。抱っこされるのも上手です。不妊手術済、マイクロチップ挿入済、ワクチン接種2回済。","","","平成29年6月、仙台市内で保護されました。","./img/3972/"
"3973","子猫209","日本猫","オス（♂）","0歳2ヵ月（2017年07月26日登録）","0.8kg","白キジ","未","無","済","ボランティアさんのお宅ですくすく成長中です。キジ白くんは遊び好きで、寂しいとミャーミャー鳴いて誘います。初めて見るおもちゃにはとびあがるほど驚きますが、すぐに慣れて遊びます。","","","平成29年6月、仙台市内で保護されました。","./img/3973/"
"3974","子猫213","日本猫","メス（♀）","0歳2ヵ月（2017年07月26日登録）","0.8kg","三毛","未","無","済","ボランティアさんのお宅ですくすく成長中です。ちょっと恥ずかしがり屋で慣れるまで時間はかかりますが、控えめに遊ぶ姿はとても可愛いです。静かですが、遊んで欲しい時に鳴くようになりました。","","","平成29年6月、仙台市内で保護されました。","./img/3974/"
"3975","子猫210","ミックス","オス（♂）","0歳3ヵ月（2017年07月26日登録）","1.5kg","キジトラ","未","無","済","少し鼻風邪をひいている甘えん坊君です。元気食欲ともにあり、体重は順調に増えています。活発で、ケージの隙間から手を伸ばして隣の子猫にちょっかいを出しています。","","","平成29年6月、仙台市内で保護されました。","./img/3975/"
